Pathway	test.results.p.value	test.results.p.adj	test.results.vote.rank	test.results.avg.rank	test.results.med.rank	test.results.min.pvalue	test.results.min.rank	test.results.avg.logfc	test.results.avg.logfc.dir	test.results.direction	test.results.significance	Big_pathway
GSE22886_NAIVE_TCELL_VS_NKCELL_UP	0.22808682348679601	0.3308993127123793	3985	5197.4	4650	0.01286074470899285	509	0.7382830065509401	0.04838365489406167	0.2	2.2086203486442293	gmtcustom
DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP	0.22813425165291615	0.3309281813828533	10490	7527.25	9861.5	0.017114824906085867	1430	0.6490871159442253	0.17907347707576518	0.2	1.7684431217548373	gmtcustom
BURTON_ADIPOGENESIS_PEAK_AT_0HR	0.2282468301140864	0.3310515377414856	7970	6002.2	5264	0.012870976713159005	1675	0.711924459061906	-0.3033916797459244	-0.2	3.551076724259413	gmtcustom
GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	0.22832213361081433	0.33108495348596423	1495	6874.7	6692	0.012875792871714203	1389	0.727336028243138	0.0945586555931085	0.2	2.3330234667756797	gmtcustom
GO_RESPONSE_TO_RADIATION	0.22832495336483183	0.33108495348596423	3610	6136.2	6320.5	0.012875973222376137	202	0.6810153817986434	-0.12044515666978803	-0.2	2.0241677639593876	gmtcustom
GO_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	0.2284187654359743	0.33118103718560454	4745	6223.25	6424	0.012881973772589757	1349	0.6046239236346008	-0.15588600943421627	-0.2	2.3354751607017663	gmtcustom
GSE5099_DAY3_VS_DAY7_MCSF_TREATED_MACROPHAGE_UP	0.22866030136581092	0.33149125454877143	1490	6208.5	7064.5	0.012897426450750211	1489	0.6431508755918209	-0.09501428181990917	-0.2	2.242436396522751	gmtcustom
BURTON_ADIPOGENESIS_PEAK_AT_8HR	0.22874268623480312	0.33157070194484123	9540	5610.65	5159.5	0.012902698216381178	1270	0.7341864259733033	0.7022975010974449	1	2.315046827170635	gmtcustom
REACTOME_SPHINGOLIPID_METABOLISM	0.22940645439227916	0.3324927644380984	1640	7175.05	6556.5	0.012945191930391136	1640	0.633393952859551	-0.21246874776817049	-0.2	1.7398073267936354	gmtcustom
SABATES_COLORECTAL_ADENOMA_UP	0.22991592058748067	0.33306336987013135	10210	5962.25	6112.5	0.012977830994747573	1418	0.6470313139351895	0.049278750568175954	0.2	2.9561196309575473	gmtcustom
GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_UP	0.2299235846441845	0.33306336987013135	5375	6507.15	5418.5	0.012978322150832604	2912	0.7557262557066328	0.504752330429226	0.6	2.001677914557512	gmtcustom
GSE557_WT_VS_CIITA_KO_DC_UP	0.22993868285102903	0.33306336987013135	6065	7198.95	7326	0.012979289742875414	562	0.660846572087008	0.5113483084319799	0.6	1.0563804731438942	gmtcustom
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.22986872414797635	0.33306336987013135	9805	8307.3	9081	0.012974806482407961	1641	0.6920970431310138	-0.7195531428073927	-1	0.7876948056953614	gmtcustom
GNF2_HAT1	0.22984124453556065	0.33306336987013135	7825	6353.65	5519.5	0.012973045574175853	1016	0.6614491287225053	-0.42302815321676485	-0.6	1.6246671833320763	gmtcustom
GSE2405_0H_VS_6H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	0.23018072478353077	0.33335362215210407	1780	4937.95	5304.5	0.012994803837003629	1121	0.7185931929821678	0.13215764622416076	0.2	2.6170403452003526	gmtcustom
GSE14413_UNSTIM_VS_IFNB_STIM_NIH3T3_CELLS_DN	0.23019452770024257	0.33335362215210407	4825	5774.15	6459	0.01299568869835912	2445	0.668664695001741	-0.2085976717962605	-0.2	0.920684779435188	gmtcustom
MCBRYAN_PUBERTAL_BREAST_4_5WK_DN	0.23023607190008152	0.3333736232607661	6470	5429.75	5336.5	0.012998352056634906	485	0.761913789441316	0.29181217914238966	0.2	2.7161387175949994	gmtcustom
GSE25088_CTRL_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP	0.23041784999523202	0.33359664877666917	7300	7354.9	7115.5	0.013010007279818657	2549	0.6645685016604025	0.4380409791839487	0.6	2.1703779432295702	gmtcustom
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_DN	0.23046503796131915	0.3336247858059992	9185	6166.55	4608.5	0.013013033298992834	1131	0.7624385188944304	-0.7664829906531712	-1	2.233228685462264	gmtcustom
GO_PEPTIDYL_SERINE_MODIFICATION	0.23058046721493433	0.3337516913173661	11585	8477.35	8732	0.013020436165174822	875	0.6053628504150854	0.3132858838765991	0.6	1.0786697145495119	gmtcustom
GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_UP	0.2307590027510963	0.3339698979136682	4845	7408.75	7923.5	0.01303188832766619	1420	0.7025342504194743	-0.0782139692288594	-0.2	1.9229706129002535	gmtcustom
MODULE_181	0.23084633706261415	0.33401586637333713	7220	6263.65	6547	0.013037491307069321	524	0.8864110678279161	-0.880562153385174	-1	2.948730692008052	gmtcustom
GO_ANTEROGRADE_AXONAL_TRANSPORT	0.23082476788874265	0.33401586637333713	10420	8051.1	8116	0.013036107469000068	1833	0.5640568621368662	-0.4008180287341984	-0.6	0.8961351360784848	gmtcustom
GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	0.2309887582025519	0.33412123583509684	2675	7475.8	9119	0.013046629707950874	1421	0.6759441815847054	-0.42422524785382504	-0.6	2.0424256531369887	gmtcustom
SIG_CHEMOTAXIS	0.23100254479872637	0.33412123583509684	7125	6683.1	5074.5	0.013047514405253795	1874	0.6107927217394264	-0.7083435048666636	-1	0.8944777649266145	gmtcustom
GSE37605_TREG_VS_TCONV_C57BL6_FOXP3_IRES_GFP_DN	0.23097225367644553	0.33412123583509684	9195	7436	8777.5	0.013045570618647398	1844	0.5718154643541047	0.11303228577133637	0.2	0.8097443402113068	gmtcustom
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_LYMPHOID_PRIMED_MPP_DN	0.23106019162958982	0.33412777654337555	3900	5121.4	4777	0.013051213813399494	443	0.7258001832445082	0.2093939711463555	0.2	2.188217330455319	gmtcustom
GSE17721_0.5H_VS_12H_PAM3CSK4_BMDC_DN	0.23106265754971142	0.33412777654337555	7240	5979.9	5301.5	0.01305137206639613	2551	0.744403380765744	0.17155108791544366	0.2	1.2222380920406446	gmtcustom
PAX2_01	0.231163301158094	0.3341929095876666	2565	6560.25	6231	0.013057831386402388	2562	0.4396155954790238	-0.47266070588926434	-1	1.3416156961834893	gmtcustom
GSE28737_BCL6_HET_VS_BCL6_KO_FOLLICULAR_BCELL_UP	0.23114264501609663	0.3341929095876666	10435	7537.35	8020.5	0.013056505606984736	1034	0.597745977297557	0.1248126626344938	0.2	1.385700704246166	gmtcustom
GSE13306_TREG_VS_TCONV_SPLEEN_DN	0.23123897216809272	0.33426210731513256	1955	5991.45	5914	0.01306268849081292	1685	0.6601616202319898	-0.7242816247316821	-1	2.248639780070646	gmtcustom
GSE27786_LSK_VS_NEUTROPHIL_UP	0.23130792736176656	0.33428851715362173	1305	8177.4	9296	0.013067114921828679	1303	0.6253581812125547	-0.37474027641334756	-0.6	1.3016315004785728	gmtcustom
GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_UP	0.2313128596359559	0.33428851715362173	2465	4707.9	5321.5	0.013067431553065363	2172	0.642667753663328	0.6627699983590232	1	2.0789965981675276	gmtcustom
BIOCARTA_P53HYPOXIA_PATHWAY	0.2313879430424691	0.3343166422251828	4025	7254.15	7247.5	0.01307225182998116	2881	0.6204717178022208	0.28313342396338304	0.6	1.6917498584642232	gmtcustom
GO_BLASTOCYST_FORMATION	0.23137840041849805	0.3343166422251828	1980	6538	5930	0.013071639178594658	1979	0.6491964479973276	-0.6587002915398762	-1	1.8375091721888022	gmtcustom
MCCLUNG_DELTA_FOSB_TARGETS_2WK	0.2315772766570116	0.33454998710418654	8720	5175.55	6359.5	0.013084408838418826	1376	1.2281348253955586	-0.8172143101358861	-0.6	4.489934112143607	gmtcustom
SANSOM_APC_TARGETS	0.2316329206306264	0.33459016329016583	4180	6846.4	6933.5	0.013087982248759148	1844	0.6361562706049805	0.6712186553771126	1	2.016440675321339	gmtcustom
GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_UP	0.23168717618310086	0.3346283245100391	5840	6480.05	5068	0.01309146673255773	657	0.7058088833647208	0.1373690638994855	0.2	1.7825124190581163	gmtcustom
GO_CELL_GROWTH	0.23177295688152943	0.3347120032043327	2695	5411.55	5348	0.013096976349904407	1762	0.928884022585164	0.7015500025504756	0.6	3.9437780744229514	gmtcustom
GSE26488_WT_VS_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN	0.23180637232186738	0.3347200482499901	10515	5856.5	5085	0.01309912275185516	1129	0.8004932414687228	-0.29019533275672366	-0.6	3.285973151751	gmtcustom
SREBP1_Q6	0.23200356808251452	0.33496455583952767	4850	7000.35	6631.5	0.013111791198701367	619	0.5805743687327888	0.007856580520964506	0.2	1.3879062964083917	gmtcustom
SESTO_RESPONSE_TO_UV_C1	0.23221511723438493	0.3352297255043282	8480	6118.55	5968	0.013125385186659526	1388	0.6844712366196106	-0.38545105391470214	-0.6	2.062901382111926	gmtcustom
CYTAGCAAY_UNKNOWN	0.2324646860857362	0.3355187645874673	1520	7962.85	9257	0.013141426867410634	1518	0.7746003045255646	-0.0634281190717487	-0.2	1.5890063029351478	gmtcustom
GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP	0.2324711579942613	0.3355187645874673	6795	7993.6	8445.5	0.013141842931914612	2511	0.5982249806564469	-0.2529158977862068	-0.6	0.9049493447529021	gmtcustom
MODULE_453	0.23259407665556553	0.3356558698051085	3195	7830.15	6638	0.013149745730187234	3191	0.5034763028898616	-0.08700962136135902	-0.2	1.5518089177142902	gmtcustom
KAYO_CALORIE_RESTRICTION_MUSCLE_UP	0.23280944899562567	0.33592634574197766	5185	5200.05	5425	0.013163595544262933	1483	0.7017436595389633	0.1266818106883656	0.2	3.100053209411188	gmtcustom
GSE37605_NOD_VS_C57BL6_IRES_GFP_TREG_DN	0.23289360204128828	0.33600744000700034	10590	7905.75	8774	0.013169008125015464	3698	0.7054634521593022	-0.7311739028943117	-1	0.9943120878987864	gmtcustom
GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_DN	0.23296151859026126	0.33606509240051974	9110	5756.15	4900	0.013173376813265164	1597	0.677445088149682	0.3141111544053177	0.6	2.337857309260214	gmtcustom
GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_DC_DN	0.2331200104715534	0.3362533772352464	7295	5752.8	5675.5	0.013183573130965192	1430	0.7899395232538482	0.006949534473954133	-0.2	2.972880914491621	gmtcustom
GO_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION	0.23327011426009717	0.33638916069105423	5445	5826.7	5066.5	0.01319323166031088	2598	0.6567246459789903	-0.7314573098689213	-1	2.007456246861512	gmtcustom
MA_MYELOID_DIFFERENTIATION_UP	0.23326832829619681	0.33638916069105423	9185	4960.6	4282	0.013193116730702184	1245	0.7232833702650368	-0.5193385592803679	-0.6	2.0439049908164146	gmtcustom
GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	0.23361792105542145	0.3368503093447549	6000	6511.65	7683.5	0.013215618427901567	1997	0.8485748947466366	0.10373296551460767	-0.2	2.6296701683622916	gmtcustom
GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_DN	0.23378845436130627	0.3370557699540972	10445	6400	5854.5	0.013226598420546147	1072	0.7433669807489682	0.7625366143411739	1	2.2719629474175767	gmtcustom
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY5_UP	0.23389868241598263	0.33717424886947206	3455	5594.9	5650.5	0.013233696822187148	532	0.8228048862470837	0.3873724324769345	0.2	3.603893304103792	gmtcustom
GSE17721_PAM3CSK4_VS_CPG_1H_BMDC_UP	0.2343309152044335	0.3377051321185301	5370	5854.9	5988.5	0.013261540860944377	445	0.5963507487001842	-0.3421473436632729	-0.6	1.851842543512733	gmtcustom
GSE27786_BCELL_VS_ERYTHROBLAST_UP	0.2343512363474568	0.3377051321185301	9870	6431.1	7187	0.013262850297784798	210	0.6564144975524466	-0.028149612922273005	-0.2	1.6710823913746653	gmtcustom
GO_PROTEIN_K63_LINKED_UBIQUITINATION	0.2343098534550183	0.3377051321185301	8580	5374.2	6934.5	0.013260183736369535	1125	1.2576104068029454	0.5425340793465004	0.2	2.7023032226958676	gmtcustom
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_MAC_DN	0.23455587429396194	0.33795950675868586	5730	5166	4521	0.013276038427470601	482	0.669739614142333	-0.0282706393400038	-0.2	1.6776834142027284	gmtcustom
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_UP	0.2346227367821373	0.33801533063974987	10910	6643.95	5537.5	0.013280348184026902	1678	0.6588664496015927	-0.2026629372348931	-0.2	1.3296453849837049	gmtcustom
GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION	0.23468125711092122	0.33805912423371887	6915	7188.1	6318	0.013284120523398021	1494	0.5333932610609324	-0.18785674057131518	-0.2	0.8582175358206753	gmtcustom
GSE3039_NKT_CELL_VS_ALPHAALPHA_CD8_TCELL_UP	0.23476132706684635	0.33813394592266477	6030	5745.45	4803	0.013289282439545583	974	0.5834724149556575	-0.3760256663129258	-0.6	1.2957585692098812	gmtcustom
ESC_V6.5_UP_LATE.V1_UP	0.2350477381658375	0.3385059135607443	5715	6807.25	7420.5	0.013307750870712693	1437	0.7785702786430878	-0.013304346167514414	-0.2	2.458131540478824	gmtcustom
TTGTTT_FOXO4_01	0.2351045860491219	0.3385066749187321	4475	5488.7	4745.5	0.013311417331270467	2063	0.6670051592020984	-0.6761697891030444	-1	2.4130405847762213	gmtcustom
GO_SINGLE_STRANDED_DNA_BINDING	0.23508224524174942	0.3385066749187321	2750	4906.9	3151.5	0.013309976407887785	771	0.6930800721052379	-0.12742341949007407	-0.2	2.0023364227377742	gmtcustom
GO_REGULATION_OF_CHEMOTAXIS	0.2351840658266113	0.3385126122020731	11420	6815.85	5769	0.013316543892267706	768	0.911767443302839	0.1855751533139714	0.2	4.355805127997329	gmtcustom
GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_DN	0.2352015374058274	0.3385126122020731	3430	6281.65	5567	0.013317670902340085	784	0.6879688101913469	-0.3897365010861698	-0.6	2.152747640080247	gmtcustom
HOOI_ST7_TARGETS_UP	0.23515558948791904	0.3385126122020731	4700	7104.5	6013.5	0.013314707068914595	1163	1.1244454192552065	-0.9071369095655809	-0.6	3.999396207952212	gmtcustom
GSE36826_WT_VS_IL1R_KO_SKIN_UP	0.23522135011429307	0.3385126122020731	6575	7256.8	8155.5	0.013318948957334188	1290	0.739454137243111	0.07003241180885374	-0.2	1.8950485587887358	gmtcustom
GSE25085_FETAL_BM_VS_ADULT_BM_SP4_THYMIC_IMPLANT_UP	0.23531151677454545	0.33852079262168633	4635	5631.95	4700	0.013324765719986014	702	0.7733267735754716	0.20338417306230608	0.2	2.714627186985871	gmtcustom
GO_MODIFIED_AMINO_ACID_BINDING	0.23529923179826828	0.33852079262168633	4910	4568.55	3726	0.01332397316264957	1730	0.6608289757659148	0.6942025742287128	1	2.2891982466836347	gmtcustom
REACTOME_PI_METABOLISM	0.2352833017948989	0.33852079262168633	10590	7683.15	7851.5	0.013322945466748125	2294	0.3899683921102702	-0.193470127148522	-0.6	1.491521993986452	gmtcustom
TCF4_Q5	0.23555280582197172	0.33882736374128536	8850	8957.35	9726.5	0.013340334779982822	1590	0.4921234264751429	-0.2952393989198058	-0.6	0.5337327226130046	gmtcustom
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_DN	0.23580974284711445	0.33915636740430277	3570	5020.25	5182.5	0.013356918651512688	151	0.7527146075455595	0.14711034785135405	0.2	2.169489225173765	gmtcustom
GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	0.23585102333478672	0.33917515869212483	1370	7456.75	8071	0.013359583573779973	1367	0.7455386451567871	0.32944256880066425	0.6	2.036451741565633	gmtcustom
GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_DN	0.23590847977351984	0.33921720518630166	9630	6569.3	5658.5	0.01336329298589247	330	0.72835378688767	-0.06490495406432797	-0.2	2.7480079341620405	gmtcustom
GO_P53_BINDING	0.23607742337488602	0.3394195319207637	8985	6401.65	6057.5	0.013374201591910858	2570	0.4334573122428931	0.10434397553403117	0.2	1.521089093115673	gmtcustom
AP4_01	0.23618793657502443	0.339537812194256	10575	8930.9	10071.5	0.013381338615402036	534	0.7388794751541266	-0.1624260563401057	-0.2	1.4736591194625837	gmtcustom
AP2ALPHA_01	0.2362766085214607	0.33958406396897167	6145	5934.95	6138	0.013387065824089158	2773	0.7932719460830868	-0.10219346728587426	-0.2	1.923554277761035	gmtcustom
AGGAGTG_MIR483	0.23625966473620252	0.33958406396897167	10910	8117.9	8387.5	0.013385971397644232	3323	0.5364886606409465	-0.3708570123625684	-0.6	0.9609343033220188	gmtcustom
MORF_RAC1	0.2363749134227026	0.33968473810571526	6210	6978.7	6894.5	0.013393415951546037	1112	0.5535089088170724	-0.15787917071044505	-0.2	1.2640043891259083	gmtcustom
MCCLUNG_DELTA_FOSB_TARGETS_8WK	0.23648668920466093	0.3398047443137974	9480	7908.45	8082.5	0.013400637190906116	3615	0.7262994324165655	-0.3594358877686991	-0.6	1.4798650347458495	gmtcustom
LABBE_TGFB1_TARGETS_UP	0.23658750630578212	0.33990897732781244	7955	7751.2	7843.5	0.013407151309615145	2294	0.5578123743791772	-0.5813817122309071	-1	1.8952028065224302	gmtcustom
GSE9037_WT_VS_IRAK4_KO_BMDM_DN	0.23674255594036803	0.3400910928488485	5900	5923.75	5138	0.013417171162671066	1444	0.7962542372498083	-0.3676394058856241	-0.6	3.452651431408303	gmtcustom
MORF_PPP2R5B	0.23693912480730706	0.3403328019247984	9870	8452.8	9654.5	0.013429876914718452	3495	0.5654897133691633	-0.5769319369338862	-1	0.6808652851951088	gmtcustom
GO_LATE_ENDOSOME_MEMBRANE	0.23702270838679187	0.340412183693862	5165	8049.9	7591.5	0.013435280504114213	2902	0.5835885574978984	-0.38748201925393017	-0.6	2.109471772394199	gmtcustom
GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_DN	0.23707012042803405	0.3404396031137734	4410	6863.4	6588.5	0.013438345892061719	2758	0.7057410714230767	-0.4168797119039446	-0.6	2.313178056736281	gmtcustom
GSE17721_LPS_VS_POLYIC_24H_BMDC_UP	0.2371459301272602	0.3405077909770419	10780	6061	6100	0.013443247684124275	284	0.6750667524475649	-0.2942087169900403	-0.6	1.3841818691739107	gmtcustom
GNF2_DENR	0.23731228800367982	0.34070596131520786	9310	7487.1	7537	0.013454005868136538	1711	0.5355757078782852	-0.41478762305990374	-0.6	0.9562981738796783	gmtcustom
BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP	0.2373758230126407	0.3407157932459647	2275	5437.9	5743	0.013458115196761275	2042	0.5859139784363754	-0.25339281902675	-0.6	2.2883319712396237	gmtcustom
GSE28237_EARLY_VS_LATE_GC_BCELL_UP	0.23734949143574882	0.3407157932459647	2925	7308.4	8478	0.01345641207887908	2905	0.7590013720006727	0.2966704991163629	0.2	1.9430015732379582	gmtcustom
TAL1ALPHAE47_01	0.23755092858635193	0.3409159187729398	1500	6411.05	6452.5	0.013469442389860996	1071	0.5691458683866706	-0.6364546850284849	-1	2.626407397383462	gmtcustom
HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_4HR	0.23757197001588193	0.3409159187729398	5245	7830.35	7647	0.013470803679821194	2590	0.4846852990871899	-0.21244977528560896	-0.6	1.45980371489573	gmtcustom
GSE15330_WT_VS_IKAROS_KO_HSC_DN	0.23779679800831832	0.3411978167650984	4355	6323.15	6689	0.01348535131208027	2498	0.7221277723868288	0.2329706932922955	0.2	2.730244392256367	gmtcustom
GSE46468_LUNG_INNATE_LYMPHOID_CELL_VS_SPLEEN_CD4_TCELL_DN	0.23817371633737477	0.34169784509984275	11470	7181.85	6659.5	0.013509749190601092	1827	0.6040479480748431	0.1154568715828319	0.2	0.7066451369114123	gmtcustom
GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_UP	0.23835554227493694	0.3418770998314064	7800	5934.15	6755	0.013521522862411544	786	0.6632721036024619	0.25815263549453915	0.2	1.7661561367203407	gmtcustom
LEE_LIVER_CANCER_E2F1_DN	0.2383335507822431	0.3418770998314064	10520	5656.5	6112	0.013520098717820658	955	0.8909357771431687	-0.3627166467523094	-0.2	2.1583460966937005	gmtcustom
WYAAANNRNNNGCG_UNKNOWN	0.23866746924108193	0.34228366114853803	5065	5698.1	6865	0.013541727113298733	537	0.797891423628901	-0.05602446785524908	-0.2	2.6629575743933294	gmtcustom
GSE25677_MPL_VS_MPL_AND_R848_STIM_BCELL_DN	0.23871796801160702	0.34231524435971944	11470	6401.15	7103	0.013544998778274534	1716	0.7240341776222645	-0.3284456713586674	-0.6	1.6757342679977956	gmtcustom
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP	0.23886825083279212	0.34240180752491417	8435	4734.9	5014	0.013554736374660894	373	0.7492550241284786	-0.19169259629444213	-0.2	3.113910347503185	gmtcustom
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_UP	0.23887247509938173	0.34240180752491417	2900	5950	6197.5	0.01355501011299591	426	0.7136688848965488	-0.009994655154850096	-0.2	2.3952110513309965	gmtcustom
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	0.23889226850606896	0.34240180752491417	10850	7494.35	7103.5	0.013556292772432707	1850	0.7220086633112804	-0.30100255132553333	-0.6	2.9654601971815318	gmtcustom
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	0.23887738261545044	0.34240180752491417	9755	5750.15	6663	0.013555328128657323	942	0.7527809998843441	-0.18197176730633025	-0.2	2.3598643991887798	gmtcustom
GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_UP	0.23914565317734376	0.3427241174111647	4600	7468.15	8242	0.013572715496738273	2581	0.5367809227397733	-0.027802369565474237	-0.2	1.1432167510802822	gmtcustom
GO_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	0.23934958107567697	0.342975481477019	2965	6130.25	5110	0.013585936532955076	49	0.6207913516910366	-0.3312793682972419	-0.6	2.141152494875952	gmtcustom
PID_P75_NTR_PATHWAY	0.23945873304568172	0.343090992841733	2475	6529.8	5779.5	0.013593014447800878	2473	0.5907726598203474	-0.3901607779077124	-0.6	1.638598578183111	gmtcustom
GSE339_EX_VIVO_VS_IN_CULTURE_CD4CD8DN_DC_DN	0.23952045020252824	0.3431385212590385	4155	7296	7141.5	0.013597016898687468	2667	0.671385805383346	0.18878439688580637	0.2	0.9883716466681753	gmtcustom
GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP	0.23977159465939896	0.3434573807674732	6990	4360.75	4216	0.013613307179622041	538	0.8221747943933589	0.21775097229501664	0.2	2.557040486468031	gmtcustom
GO_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR	0.23982166174221828	0.3434881682119869	7885	7347.7	8856.5	0.013616555351412497	735	0.43420831951776573	-0.25371099590971735	-0.2	0.8566531018848077	gmtcustom
GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_UP	0.2400112773356033	0.3437187949548829	9525	6820.75	5871.5	0.013628858769995738	2035	0.5987025642446969	0.4069756320711196	0.6	1.878010470253833	gmtcustom
PDGF_UP.V1_UP	0.24043558253591832	0.34428542437930604	4545	7273.55	8603	0.0136564008520288	954	0.6309384870266388	-0.3804988777302627	-0.6	1.8870965413469594	gmtcustom
GSE3982_DC_VS_TH2_UP	0.24051468751688818	0.34435767730353894	6485	5773.65	5345.5	0.013661537253228516	1717	0.8399446894908921	-0.4194383313132771	-0.6	2.983113355179431	gmtcustom
